X	Y	Z	distance	slope
269589.991	2139941.719	842.72339	3390	8.53110182
269588.769	2139931.999	842.66766	3400	0.319306074
269590.529	2139922.155	842.84698	3410	-1.027317814
269593.359	2139912.681	841.74176	3420	6.306847642
269598.053	2139903.851	841.52954	3430	1.215748541
269602.747	2139895.022	841.46466	3440	0.371729802
269607.483	2139886.216	841.42566	3450	0.223452407
269612.786	2139877.738	840.93365	3460	2.816738251
269618.089	2139869.26	839.69952	3470	7.035469428
269622.629	2139860.411	838.21021	3480	8.47085483
269626.023	2139851.004	837.73846	3490	2.700925967
269629.417	2139841.598	837.67682	3500	0.353166712
269628.005	2139831.999	836.53363	3510	6.521684287
269627.272	2139822.353	836.26025	3520	1.565961982
269631.263	2139813.474	835.07391	3530	6.765605987
269638.207	2139806.278	834.75262	3540	1.84022307
269644.654	2139798.735	833.89813	3550	4.884003219
269648.156	2139789.447	834.06079	3560	-0.931890968
269650.303	2139779.68	833.94189	3570	0.681214718
269652.251	2139769.876	832.71735	3580	6.981340806
269653.829	2139760.001	832.24585	3590	2.699496751
269655.406	2139750.126	832.0116	3600	1.341908222
269658.534	2139740.735	832.07098	3610	-0.34021834
269662.853	2139731.716	831.73547	3620	1.921609882
269665.296	2139722.163	831.49725	3630	1.364641959
269666.378	2139712.221	833.25586	3640	-9.974104275
269668.613	2139702.622	832.04694	3650	6.893150414
269673.128	2139693.699	830.64124	3660	8.001638675
269677.642	2139684.777	830.19629	3670	2.547695283
269682.157	2139675.854	831.04626	3680	-4.858292265
269686.671	2139666.931	830.31744	3690	4.168460771
269691.186	2139658.008	830.81702	3700	-2.860004799
269695.701	2139649.085	830.59875	3710	1.250396434
269698.72	2139639.744	822.65021	3720	38.47957344
269699.489	2139629.773	822.44434	3730	1.179381615
269700.259	2139619.803	821.73041	3740	4.083589028
269701.029	2139609.833	821.44464	3750	1.636896001
269701.798	2139599.862	821.13763	3760	1.758485378
269702.568	2139589.892	821.23407	3770	-0.552543368
269703.338	2139579.922	821.1474	3780	0.496570088
269704.107	2139569.951	821.16333	3790	-0.0912721
269705.297	2139560.095	820.67224	3800	2.811479745
269709.662	2139551.098	820.15472	3810	2.962528251
269714.027	2139542.101	820.02118	3820	0.765082363
269717.25	2139532.82	817.88	3830	12.08556931
269717.601	2139522.826	820.0661	3840	-12.33143195
269717.951	2139512.832	814.51752	3850	29.02405424
269718.886	2139502.901	815.01752	3860	-2.862405226
269720.675	2139493.063	814.73431	3870	1.622240143
269722.464	2139483.224	813.28589	3880	8.241520711
269724.179	2139473.385	813.237	3890	0.280116834
269722.524	2139463.523	812.39661	3900	4.803792222
269720.868	2139453.661	811.65863	3910	4.220662919
269719.212	2139443.799	810.42914	3920	7.00928155
269717.697	2139433.915	810.47504	3930	-0.262985781
269716.314	2139424.011	810.44171	3940	0.190966126
269714.93	2139414.108	809.23035	3950	6.906928808
269713.437	2139404.232	808.42804	3960	4.587072176
269709.928	2139394.867	808.25647	3970	0.982927251
269706.42	2139385.503	807.9231	3980	1.909362284
269704.299	2139375.95	807.84119	3990	0.469299235
269706.065	2139366.343	806.05255	4000	10.14091592
269712.283	2139358.513	806.33789	4010	-1.634434289
269717.637	2139350.067	806.23492	4020	0.589953792
269722.991	2139341.621	804.82269	4030	8.038324537
269728.345	2139333.176	805.04736	4040	-1.287047755
269732.611	2139324.169	803.83044	4050	6.938322475
269736.382	2139314.907	803.47028	4060	2.062673236
269740.153	2139305.645	804.40546	4070	-5.34264795
269744.442	2139296.623	804.54456	4080	-0.796932897
269749.054	2139287.75	804.87958	4090	-1.918805541
269753.665	2139278.877	803.43268	4100	8.232990522
269758.277	2139270.004	802.12323	4110	7.460150358
269760.533	2139260.831	802.02209	4120	0.579469756
269758.29	2139251.086	801.77429	4130	1.419498917
269756.046	2139241.341	802.31921	4140	-3.119076819
269753.802	2139231.596	802.51929	4150	-1.146221021
269751.559	2139221.851	802.92511	4160	-2.32390214
269749.361	2139212.107	801.40814	4170	8.625833237
269752.024	2139202.468	801.24658	4180	0.925590088
269754.687	2139192.829	799.31732	4190	10.91968613
269757.35	2139183.19	798.94257	4200	2.146155044
269759.751	2139173.522	798.95905	4210	-0.094423359
269759.281	2139163.533	799.18921	4220	-1.318486877
269758.812	2139153.544	798.92017	4230	1.541113891
269758.343	2139143.555	798.922	4240	-0.010485128
269757.873	2139133.566	800.04987	4250	-6.435024584
269757.404	2139123.577	800.38531	4260	-1.921209263
269758.401	2139113.663	799.30115	4270	6.187611633
269759.892	2139103.775	799.547	4280	-1.408333042
269761.383	2139093.887	798.31433	4290	7.027229594
269763.402	2139084.162	796.20245	4300	11.92495592
269767.75	2139075.156	796.1181	4310	0.483278439
269772.097	2139066.151	795.8418	4320	1.582679722
269776.445	2139057.145	795.07104	4330	4.40741556
269778.074	2139047.518	792.82672	4340	12.64940388
269778.074	2139037.518	792.30786	4350	2.970185325
269778.074	2139027.518	791.7594	4360	3.139299086
269776.701	2139017.729	791.79468	4370	-0.202138671
269773.696	2139008.191	791.29602	4380	2.854746687
269770.691	2138998.653	791.06561	4390	1.319918513
269771.716	2138989.183	791.2663	4400	-1.149714661
269775.038	2138979.751	790.05133	4410	6.927312582
269778.361	2138970.319	789.51105	4420	3.092569618
269781.444	2138960.819	786.67004	4430	15.85990125
269783.562	2138951.046	786.69244	4440	-0.128342331
269785.681	2138941.273	785.14929	4450	8.77240221
269787.799	2138931.5	784.15741	4460	5.664525906
269789.918	2138921.727	784.7619	4470	-3.459263197
269792.037	2138911.954	784.50983	4480	1.443948941
269793.155	2138902.029	784.41626	4490	0.536100963
269794.037	2138892.068	784.18988	4500	1.296840352
269794.918	2138882.107	784.62677	4510	-2.501604492
269795.8	2138872.146	784.28076	4520	1.981700669
269796.519	2138862.173	783.48419	4530	4.554393252
269797.143	2138852.192	783.55383	4540	-0.399001358
269796.14	2138842.643	783.04797	4550	2.895895841
269790.655	2138834.281	784.06622	4560	-5.814103824
269785.171	2138825.919	783.64862	4570	2.391282348
269779.686	2138817.557	782.11694	4580	8.708201436
269774.855	2138808.892	782.19653	4590	-0.456007481
269771.985	2138799.312	778.5896	4600	19.83401906
269769.116	2138789.733	778.83508	4610	-1.406214377
269765.921	2138780.271	778.88354	4620	-0.277653174
269761.969	2138771.086	778.60461	4630	1.597736907
269758.017	2138761.9	778.29755	4640	1.758771587
269753.43	2138753.016	778.01331	4650	1.628136861
269748.8	2138744.152	779.91492	4660	-10.76687004
269744.17	2138735.288	778.84753	4670	6.092625894
269739.515	2138726.438	775.57074	4680	18.14288343
269734.84	2138717.598	774.07465	4690	8.508854672
269730.151	2138708.765	774.0072	4700	0.386454172
269725.423	2138699.954	773.65344	4710	2.026050603
269720.695	2138691.142	772.88055	4720	4.41954729
269717.794	2138681.597	772.45117	4730	2.458655938
269715.118	2138671.962	772.5882	4740	-0.785074931
269714.376	2138662.156	772.68427	4750	-0.550423621
269715.324	2138652.201	772.6853	4760	-0.005901465
269711.002	2138643.291	772.80103	4770	-0.663054455
269706.326	2138634.452	772.82526	4780	-0.138827402
269701.65	2138625.612	775.53375	4790	-15.15490434
269696.975	2138616.773	772.67633	4800	15.94686396
269694.408	2138607.179	769.65356	4810	16.81885946
269692.419	2138597.379	769.57928	4820	0.425585223
269690.43	2138587.579	769.89856	4830	-1.82871842
269688.44	2138577.779	769.02045	4840	5.018327717
269686.451	2138567.979	769.13593	4850	-0.661622252
269684.462	2138558.179	768.17749	4860	5.474733793
269682.473	2138548.378	767.78925	4870	2.223334713
269679.985	2138538.754	766.76373	4880	5.855327377
269675.386	2138529.874	765.64514	4890	6.382516569
269670.787	2138520.995	766.08521	4900	-2.519789587
269666.188	2138512.115	766.19745	4910	-0.643060826
269661.589	2138503.236	764.83484	4920	7.759392663
269656.99	2138494.356	764.0722	4930	4.361163274
269652.39	2138485.476	763.9483	4940	0.709858386
269647.791	2138476.597	764.24597	4950	-1.705019996
269643.192	2138467.717	764.68402	4960	-2.508238107
269639.267	2138458.556	764.40393	4970	1.604378029
269636.175	2138449.045	764.302	4980	0.583995656
269633.084	2138439.535	764.52081	4990	-1.253488929
269629.992	2138430.025	764.06152	5000	2.62968981
269629.639	2138420.088	762.63123	5010	8.139751877
269629.688	2138410.088	762.07135	5020	3.204530531
269629.738	2138400.088	761.82343	5030	1.420186044
269629.787	2138390.089	761.09882	5040	4.144465968
269629.836	2138380.089	759.43817	5050	9.42877768
269630.793	2138370.148	760.45721	5060	-5.818583705
269632.036	2138360.225	758.16187	5070	12.92740356
269633.28	2138350.303	760.10413	5080	-10.99148038
269634.523	2138340.38	759.19666	5090	5.185217772
269635.766	2138330.458	757.50555	5100	9.598532809
269637.009	2138320.536	756.45941	5110	5.972217074
269638.492	2138310.697	755.14178	5120	7.506223366
269643.715	2138302.169	753.20557	5130	10.95807278
269648.937	2138293.641	752.03156	5140	6.695930745
269654.159	2138285.113	750.38196	5150	9.367153992
269659.381	2138276.585	750.9765	5160	-3.402458069
269664.604	2138268.057	750.49652	5170	2.747973852
269668.557	2138258.9	750.41687	5180	0.456351233
269672.182	2138249.58	750.67029	5190	-1.451678933
269675.806	2138240.26	751.35614	5200	-3.923486836
269676.276	2138230.348	750.9599	5210	2.269100922
269676.276	2138220.348	747.7406	5220	17.84492455
269674.77	2138210.759	747.58887	5230	0.869282158
269669.694	2138202.143	743.85492	5240	20.47538048
269664.618	2138193.527	742.12177	5250	9.832544177
269659.542	2138184.911	741.58881	5260	3.050749535
269655.566	2138175.808	741.57782	5270	0.062968036
269652.611	2138166.255	738.59503	5280	16.60873719
269649.655	2138156.702	738.03955	5290	3.17939855
269646.699	2138147.149	738.8634	5300	-4.709676701
269643.744	2138137.596	738.55286	5310	1.778691523
269645.79	2138128.271	738.92249	5320	-2.116860186
269649.478	2138119.021	739.45935	5330	-3.073031135
269646.669	2138109.423	739.08533	5340	2.141978306
269643.86	2138099.826	737.31012	5350	10.06633581
269641.051	2138090.228	736.44263	5360	4.957939629
269638.242	2138080.631	735.98956	5370	2.594125845
269635.433	2138071.034	733.90271	5380	11.78759845
269632.624	2138061.436	731.3468	5390	14.33734172
269631.931	2138051.646	727.65674	5400	20.25436339
269632.955	2138041.698	725.50299	5410	12.1544152
269633.979	2138031.751	725.13348	5420	2.116173575
269634.413	2138021.92	725.58093	5430	-2.561990766
269629.685	2138013.108	726.26385	5440	-3.906777437
269624.957	2138004.297	725.21332	5450	5.997096495
269620.229	2137995.485	722.20117	5460	16.76308925
269615.5	2137986.673	721.22174	5470	5.593879015
269609.503	2137978.926	723.17572	5480	-11.05617573
269601.653	2137972.73	721.10083	5490	11.72191673
269593.803	2137966.535	717.78827	5500	18.32776196
269586.99	2137959.634	714.07129	5510	20.38999964
269584.096	2137950.062	713.86823	5520	1.163288229
269581.202	2137940.49	712.74353	5530	6.417089334
