position,effective_radiation_temperature,epsilon_effective,spectral_radiance,flowgofluxradiationheat,flowgofluxconductionheat,characteristic_surface_temperature,effective_temperature_snyder,flowgofluxsnyderheat,flowgofluxforcedconvectionheat,heat_budget,channel_width,crystal_fraction,core_temperature,strain_rate,vesicle_fraction,viscosity,density,mean_velocity,crust_temperature,effective_cover_fraction,dphi_dx,dtemp_dx,dphi_dtemp,dtemp_dt,slope,effusion_rate,channel_depth,tho_0,tho_b
110.0,1362.3083872272507,0.98,272.4750642751198,438888.43997622747,1222.3660266021818,1353.968250553012,0,0,21752.545779230666,461863.3517820603,2.2932071421826734,0.11025364939012487,1438.0043027920726,43.059705749514755,0.4866,177.24473058190162,1488.8600000000001,32.13689372438782,1273.15,0.5,5.3714349481139e-06,-0.0014135355126615526,0.0038,2.725598432763142,0.23637208865839565,165.0065848903665,2.238999999999998,12.130162171535895,7650.30117251801
120.0,1362.3000747864585,0.98,260.077590925359,418947.824354308,1166.7570353499684,1353.9610588381033,0,0,20764.59879780038,440879.18018745835,2.1890701700648556,0.110307363739606,1437.990167436946,45.10811307713633,0.4866,177.33676814421486,1488.8600000000001,33.66568839323605,1273.15,0.5,5.12739066050034e-06,-0.0013493133317106158,0.0038,2.7255337302125247,0.247951495409279,165.0065848903665,2.238999999999998,12.147011391322838,8017.547493329095
130.0,1362.2921400975297,0.98,270.5775171320619,435890.089023159,1213.8696428934572,1353.9541938796604,0,0,21604.683428418204,458708.6420944706,2.2776493083248357,0.11035863764621101,1437.976674303629,43.353831691366196,0.4866,177.42467569384632,1488.8600000000001,32.35640971898961,1273.15,0.5,5.3347459192015805e-06,-0.0014038805050530475,0.0038,2.725471969079908,0.23826112514291325,165.0065848903665,2.238999999999998,12.163109255539444,7710.28417667523
140.0,1362.283884614165,0.98,330.85870158519737,533036.8985317384,1484.314277469665,1353.947051307958,0,0,26420.181029329942,560941.393838538,2.785336449099301,0.11041198510540302,1437.9626354985783,35.4516686115255,0.4866,177.51619181787555,1488.8600000000001,26.458762007068508,1273.15,0.5,6.5237048903802615e-06,-0.001716764444836911,0.0038,2.725407712088215,0.19441913680415307,165.0065848903665,2.238999999999998,12.179872823238624,6311.514992062804
150.0,1362.2737893494493,0.98,316.68475710657054,510243.94005343015,1420.7382732561357,1353.9383168802362,0,0,25290.980618417296,536955.6589451035,2.6663129257090206,0.11047722215430683,1437.94546785413,37.03422198233298,0.4866,177.62817846481408,1488.8600000000001,27.639874339481157,1273.15,0.5,6.24475265447395e-06,-0.0016433559617036711,0.0038,2.7253291365916006,0.20332181150325368,165.0065848903665,2.238999999999998,12.20039287709392,6596.62196003259
160.0,1362.2641258845854,0.98,331.19653854174646,533667.7134399222,1485.8540972131188,1353.9299559497244,0,0,26452.555985871248,561606.1235230066,2.788794508283886,0.11053966968085158,1437.9290342945128,35.407709127279965,0.4866,177.7354531784719,1488.8600000000001,26.42595357865992,1273.15,0.5,6.53143564503838e-06,-0.0017187988539574684,0.0038,2.725253923544036,0.19441977004609898,165.0065848903665,2.238999999999998,12.220056509878566,6311.535289609
170.0,1362.2540189255596,0.98,320.88304120294754,517092.13329924265,1439.5964038899706,1353.9212112027371,0,0,25631.49585103043,544163.2255541631,2.702255471224995,0.11060498403730196,1437.9118463059733,36.54163191325069,0.4866,177.84773286346353,1488.8600000000001,27.272237951256074,1273.15,0.5,6.328576094946945e-06,-0.0016654147618281436,0.0038,2.7251752603266954,0.20084042066801147,165.0065848903665,2.238999999999998,12.24064485809798,6517.207336599612
180.0,1362.2442260092364,0.98,350.86112375942054,565446.2426954411,1574.1014986625194,1353.9127380736766,0,0,28028.919954907444,595049.2641490111,2.9550326576727546,0.11066826979825142,1437.895192158355,33.41581505323815,0.4866,177.9566035643643,1488.8600000000001,24.939336634733383,1273.15,0.5,6.920376775873056e-06,-0.0018211517831244885,0.0038,2.7250990429371944,0.18361847559275726,165.0065848903665,2.238999999999998,12.26061522172637,5964.95584914225
190.0,1362.2335174810219,0.98,368.9803676723537,594699.4036054997,1655.4061243404976,1353.9034726186992,0,0,29479.6556428591,625834.4653726992,3.108007951009307,0.11073747356601016,1437.8769806405237,31.77109786125379,0.4866,178.07574332405403,1488.8600000000001,23.71182937044906,1273.15,0.5,7.278406277671818e-06,-0.001915370073071531,0.0038,2.7250157012362015,0.17463229256920212,165.0065848903665,2.238999999999998,12.282477260783358,5676.085554999104
200.0,1362.2222551077405,0.98,366.5615943068527,590855.5923047684,1644.5696324235344,1353.8937278296673,0,0,29289.814833260913,621789.9767704529,3.088021610074606,0.11081025762878688,1437.857826939793,31.97672724922606,0.4866,178.20114644982715,1488.8600000000001,23.865297437005694,1273.15,0.5,7.231369189014467e-06,-0.0019029918918459124,0.0038,2.7249280511467724,0.17589633213367448,165.0065848903665,2.238999999999998,12.305497632912703,5716.7476734667
210.0,1362.211065687234,0.98,373.45160840838884,602016.7992055018,1675.496850496553,1353.8840460365088,0,0,29843.80485552731,633536.1009115257,3.14645742949999,0.11088257132067703,1437.8387970208746,31.38285738090005,0.4866,178.32584037298068,1488.8600000000001,23.422072558611717,1273.15,0.5,7.367975701466259e-06,-0.0019389409740700682,0.0038,2.724840970892065,0.1727297573433171,165.0065848903665,2.238999999999998,12.328396955782955,5614.86698147067
